licence_ref,description,lcensee_name,trading_name,address_1,address_2,address_3,county
1004428,Marked Fuel Trader's Licence                                                                        ,SHUTTINGTON HOLDINGS LTD,SPAR EXPRESS CORRIB OIL TUAM,ABBEYTRINITY ROAD,TUAM,NA,CO. GALWAY
1004430,Marked Fuel Trader's Licence                                                                        ,SHUTTINGTON HOLDINGS LTD,SPAR EXPRESS CORRIB OIL GORT,CROWE STREET,GORT,NA,CO. GALWAY
1006019,Marked Fuel Trader's Licence                                                                        ,SHANE QUINN HARDWARE ARDRAHAN LTD,QUINN'S HARDWARE,LABANE,ARDRAHAN,NA,CO. GALWAY
1005241,Marked Fuel Trader's Licence                                                                        ,SEAN O'DONOHUE (ABBEY) LIMITED,TEXACO / SPAR SUPERMARKET,ABBEYKNOCKMOY,TUAM,NA,CO. GALWAY
1004867,Marked Fuel Trader's Licence                                                                        ,SEAMUS LOFTUS,NA,MOYLOUGH,BALLINASLOE,NA,CO. GALWAY
1004231,Marked Fuel Trader's Licence                                                                        ,SAMADA FUELS LTD,NA,OLD CHURCH STREET,ATHENRY,NA,CO. GALWAY
1005370,Marked Fuel Trader's Licence                                                                        ,S&A O'DONNELL LTD,O'DONNELLS,KYLEBRACK,LOUGHREA,NA,CO. GALWAY
1004376,Marked Fuel Trader's Licence                                                                        ,RYAN TRANSPORT (LARAGH) LTD,RYANS OF LARAGH,LARAGHMORE,BALLYGLUNIN,TUAM,CO. GALWAY
1006190,Marked Fuel Trader's Licence                                                                        ,RUSTLERS GAP LIMITED,NA,CLADDAGHDUFF,NA,NA,CO. GALWAY
1010116,Marked Fuel Trader's Licence                                                                        ,RONAN HOLLAND,ASHTREE STORES DAYBREAK BALLINASLOE,CLEAGHMORE,BALLINASLOE,NA,CO. GALWAY
1004193,Marked Fuel Trader's Licence                                                                        ,RONAN DOWD,SIOPA DOWD,CARNA,CONNEMARA,NA,CO. GALWAY
1004441,Marked Fuel Trader's Licence                                                                        ,RENVYLE SUPERMARKETS LIMITED,J.R. SUPERMARKETS,TULLYCROSS,RENVYLE,NA,CO. GALWAY
1005216,Marked Fuel Trader's Licence                                                                        ,QRS RETAIL LTD,SWEENEY OIL ORANMORE,CLAREGALWAY ROAD,ORANMORE,NA,CO. GALWAY
1011072,Marked Fuel Trader's Licence                                                                        ,PKD RETAIL HEADFORD LTD,PKD RETAIL HEADFORD LTD,CLOUGHANOVER,HEADFORD,NA,CO. GALWAY
1010075,Marked Fuel Trader's Licence                                                                        ,PETROGAS GROUP LTD,APPLEGREEN BALLINASLOE,MACKNEY,BALLINASLOE,NA,CO. GALWAY
1005409,Marked Fuel Trader's Licence                                                                        ,PETER HOWLEY,HOWLEYS,ENNIS ROAD,GORT,NA,CO. GALWAY
1005952,Marked Fuel Trader's Licence                                                                        ,PAUL KEARNS,T/A PAUL'S SERVICE STATION,ATHENRY ROAD,LOUGHREA,NA,CO. GALWAY
1005393,Marked Fuel Trader's Licence                                                                        ,PATRICK & TERESA WALSH,KYLEMORE FILLING STATION,KYLEMORE,CONNEMARA,NA,CO. GALWAY
1008767,Marked Fuel Trader's Licence                                                                        ,PARLITRON LIMITED,PARLITRON LIMITED,INVERIN,NA,NA,CO. GALWAY
1009580,Marked Fuel Trader's Licence                                                                        ,PADRAIC CONCANNON AHASCRAGH LTD,NA,MAIN STREET,AHASCRAGH,BALLINASLOE,CO. GALWAY
1003963,Marked Fuel Trader's Licence                                                                        ,OYSTER MOTOR LTD,OYSTER MOTOR LTD,CRAUGHWEL,NA,NA,CO. GALWAY
1005736,Marked Fuel Trader's Licence                                                                        ,NOEL O'BRIEN AND HELEN O'BRIEN,T/A THE SHIVEN INN,NEWBRIDGE,BALLINASLOE,NA,CO. GALWAY
1005537,Marked Fuel Trader's Licence                                                                        ,NIGEL SLEMONS,SLEMONS,FURBO,NA,NA,CO. GALWAY
1006411,Marked Fuel Trader's Licence                                                                        ,NATIONAL OIL RESERVES AGENCY LTD,NATIONAL OIL RESERVES AGENCY,TOPAZ ENERGY LTD,GALWAY TERMINAL,NEW DOCKS,CO. GALWAY
1005422,Marked Fuel Trader's Licence                                                                        ,MÓR OIL LIMITED,KEARNEYS CENTRA LOUGH ATALIA,LOUGH ATALIA ROAD,NA,NA,CO. GALWAY
1006121,Marked Fuel Trader's Licence                                                                        ,MÓR OIL LIMITED,MÓR OIL LIMITED,LOUGH ATALIA ROAD,NA,NA,CO. GALWAY
1005442,Marked Fuel Trader's Licence                                                                        ,MÓR OIL LIMITED,KEARNEYS CENTRA,ORANMORE,NA,NA,CO. GALWAY
1010711,Marked Fuel Trader's Licence                                                                        ,MOR OIL LTD,NA,SILVERSTRAND,NA,NA,CO. GALWAY
1004762,Marked Fuel Trader's Licence                                                                        ,MONAGHAN & SONS HEADFORD LTD,MONAGHANS,GALWAY ROAD,HEADFORD,NA,CO. GALWAY
1004787,Marked Fuel Trader's Licence                                                                        ,MICHAEL BURNS,KNOCKNACARRA FILLING STATION,KNOCKNACARRA,NA,NA,CO. GALWAY
1006128,Marked Fuel Trader's Licence                                                                        ,MARTIN NAUGHTON OIL COMPANY LTD,MARTIN NAUGHTON OIL CO LTD,LISHEENAVALLA,CLAREGALWAY,NA,CO. GALWAY
1014980,Marked Fuel Trader's Licence                                                                        ,MARK RYAN SALES AND SERVICES LIMITED,ELLE'S DAYBREAK,HIGH STREET,DUNMORE,NA,CO. GALWAY
1004882,Marked Fuel Trader's Licence                                                                        ,MANNION SUPERMARKETS & EMO SERVICE STATION LTD,MANNION SUPERMARKETS & EMO SERVICE STATION LTD,MILLTOWN ROAD,TUAM,NA,CO. GALWAY
1010091,Marked Fuel Trader's Licence                                                                        ,MAF SERVICE STATION LIMITED,MAF SERVICE STATION LIMITED,ST BRENDANS ROAD,PORTUMNA,NA,CO. GALWAY
1006344,Marked Fuel Trader's Licence                                                                        ,MADDENS OF LERHIN LTD,MADDENS,LERHIN,CLONBERNE,BALLINASLOE,CO. GALWAY
1010870,Marked Fuel Trader's Licence                                                                        ,MAC'S PLACE LTD,KILTULLAGH PLAZA,CARROWKEEL,KILTULLAGH,NA,CO. GALWAY
1005385,Marked Fuel Trader's Licence                                                                        ,JOYCES SUPERMARKET LTD,JOYCES SUPERMARKET LTD,CHURCH ROAD,HEADFORD,NA,CO. GALWAY
1005371,Marked Fuel Trader's Licence                                                                        ,JOYCES GROCERY LTD,JOYCES GROCERY LTD,LISSOUGHTER,RECESS,NA,CO. GALWAY
1010973,Marked Fuel Trader's Licence                                                                        ,JOYCE'S SERVICE STATION(DUBLIN RD ATHENRY)LTD,JOYCES SERVICE STATION (DUBLIN ROAD ATHENRY) LTD,DUBLIN ROAD,ATHENRY,NA,CO. GALWAY
1005636,Marked Fuel Trader's Licence                                                                        ,JOSEPH KEANE (MAAM) LTD,JOSEPH KEANE (MAAM) LTD,MAAM BRIDGE,MAAM,NA,CO. GALWAY
1004659,Marked Fuel Trader's Licence                                                                        ,JOHN KELLEHER (SALTHILL) LTD,JOHN KELLEHER (SALTHILL) LTD,101 LOWER SALTHILL,GALWAY,NA,CO. GALWAY
1010010,Marked Fuel Trader's Licence                                                                        ,JOHN KEARY,NA,WOODFORD,LOUGHREA,NA,CO. GALWAY
1005515,Marked Fuel Trader's Licence                                                                        ,JOHN DOWD,DOWDS,CORSPARK,GLINSK VIA CASTLEREA,NA,CO. GALWAY
1010089,Marked Fuel Trader's Licence                                                                        ,JOHN BURKE INDUSTRIAL FACTORS LIMITED,JOHN BURKE INDUSTRIAL FACTORS LTD,AUGHRIM,BALLINASLOE,NA,CO. GALWAY
1004955,Marked Fuel Trader's Licence                                                                        ,JARLATH BYRNE,BYRNE'S SHOP/FILLING STATION,CORRANDULLA,NA,NA,CO. GALWAY
1006044,Marked Fuel Trader's Licence                                                                        ,J DIVILLY & SONS LTD,JOSEPH DIVILLY & SONS LTD,LEITRA,GLENAMADDY,NA,CO. GALWAY
1006948,Marked Fuel Trader's Licence                                                                        ,GREENE'S HARDWARE & FARM SUPPLIES LTD,NA,GUILKA,MENLOGH,BALLINASLOE,CO. GALWAY
1005383,Marked Fuel Trader's Licence                                                                        ,GREALY STORES (GALWAY) LTD,GREALY STORES (GALWAY) LTD,MAREE,ORANMORE,NA,CO. GALWAY
1013856,Marked Fuel Trader's Licence                                                                        ,GMJ SERVICE STATION LIMITED,GMJ SERVICE STATION LIMITED,BALLYGLASS,TURLOUGHMORE,ATHENRY,CO. GALWAY
1004645,Marked Fuel Trader's Licence                                                                        ,GLYNNS SERVICE STATION LTD,GLYNNS CENTRA FOODMARKET & SERVICE STATION,CARNMORE,ORANMORE,NA,CO. GALWAY
1005640,Marked Fuel Trader's Licence                                                                        ,GERALD FINNERTY,W. FINNERTY,NEW INN,BALLINASLOE,NA,CO. GALWAY
1004987,Marked Fuel Trader's Licence                                                                        ,GARBALLY OIL COMPANY LTD,GARBALLY OIL COMPANY LTD,3 POOLBOY INDUSTRIAL ESTATE,BALLINASIDE,NA,CO. GALWAY
1005623,Marked Fuel Trader's Licence                                                                        ,FRED KILMARTIN LTD,NA,ATHLONE ROAD,BALLINSLOE,NA,CO. GALWAY
1005381,Marked Fuel Trader's Licence                                                                        ,FRANK DUANE,DUANES FOODSTORE,KILTULLA,ATHENRY,NA,CO. GALWAY
1005391,Marked Fuel Trader's Licence                                                                        ,FLYNNS OF LACKAGH LTD,FLYNNS OF LACKAGH LTD,LACKAGH,TURLOUGHMORE,NA,CO. GALWAY
1004108,Marked Fuel Trader's Licence                                                                        ,FENMAC OIL & TRANSPORT LTD,MAC MAHON OIIL,MOY ROAD,KINVARA,NA,CO. GALWAY
1006254,Marked Fuel Trader's Licence                                                                        ,FAHY'S FORECOURT LTD,FAHY'S FORECOURT LTD,MOATY,KILTORMER,BALLINASLOE,CO. GALWAY
1005240,Marked Fuel Trader's Licence                                                                        ,F T FUELS LIMITED,F T FUELS,CARTYMORE,ATHENRY,NA,CO. GALWAY
1007395,Marked Fuel Trader's Licence                                                                        ,EUGENE O'FARRELL & SONS LIMITED,O'FARRELL XL STOP & SHOP,KNOCKNACARRA VILLAGE,KNOCKNACARRA,NA,CO. GALWAY
1015191,Marked Fuel Trader's Licence                                                                        ,EMO OIL LTD,NA,MAAM CROSS,NA,NA,CO. GALWAY
1011513,Marked Fuel Trader's Licence                                                                        ,EMO OIL LTD,EMO OIL LTD,WOODQUAY SERVICE STATION,9 HEADFORD ROAD,NA,CO. GALWAY
1005375,Marked Fuel Trader's Licence                                                                        ,EMERALD STAR LTD,EMERALD STAR LTD,BRIDGE ROAD,PORTUMNA,NA,CO. GALWAY
1005105,Marked Fuel Trader's Licence                                                                        ,EMERALD FILLING STATION LTD,EMERALD FILLING STATION LTD,GORT ROAD,LOUGHREA,NA,CO. GALWAY
1014452,Marked Fuel Trader's Licence                                                                        ,E.K. FUELS LTD,NA,WOODQUAY,HEADFORD ROAD,NA,CO. GALWAY
1005390,Marked Fuel Trader's Licence                                                                        ,DUFFYS EXCEL WAREHOUSE LTD,DUFFYS EXCEL WAREHOUSE LTD,KILLIMOR,BALLINASLOE,NA,CO. GALWAY
1014287,Marked Fuel Trader's Licence                                                                        ,DOS RETAIL LIMITED,NA,AIRGLOONEY,BALLYGADDY ROAD,TUAM,CO. GALWAY
1006446,Marked Fuel Trader's Licence                                                                        ,DIESEL CARD IRELAND LTD,DIESEL CARD IRELAND LTD,UNIT 2 GROUND FLOOR,GALWAY TECHNOLOGY PARK,PARKMORE,CO. GALWAY
1004824,Marked Fuel Trader's Licence                                                                        ,DEMPSEY AUTO SERVICES LTD,DEMPSEY'S,BALLYFORAN,BALLINASLOE,NA,CO. GALWAY
1009761,Marked Fuel Trader's Licence                                                                        ,D J L B K LTD,NA,TOBAR NA CALLIN,BALLINDERREEN,KILCOLGAN,CO. GALWAY
1003852,Marked Fuel Trader's Licence                                                                        ,D G OIL LIMITED,D G ROOFING,WILLIAMSTOWN,NA,NA,CO. GALWAY
1004997,Marked Fuel Trader's Licence                                                                        ,COSYHOME HEATING LTD,COSYHOME HEATING,12 GLENROCK BUSINESS PARK,TUAM ROAD,GALWAY,CO. GALWAY
1004433,Marked Fuel Trader's Licence                                                                        ,CORRIB OIL COMPANY LTD,CORRIB OIL COMPANY LTD,STATION ROAD,LOUGHREA,NA,CO. GALWAY
1006283,Marked Fuel Trader's Licence                                                                        ,CORRIB OIL COMPANY LIMITED,CORRIB OIL COMPANY LIMITED,UNIT 16 EBI HOUSE,GALWAY TECHNOLOGY PARK,PARKMORE,CO. GALWAY
1004584,Marked Fuel Trader's Licence                                                                        ,CORRIB OIL CO LTD,CORRIB OIL CO LTD,BALLYBANE,TUAM ROAD,NA,CO. GALWAY
1004588,Marked Fuel Trader's Licence                                                                        ,CORRIB OIL CO LTD,CORRIB OIL CO LTD,TIAQUINN,COLEMANSTOWN,BALLINASLOE,CO. GALWAY
1010017,Marked Fuel Trader's Licence                                                                        ,CORRIB OIL CO LTD,NA,BELCLARE,TUAM,NA,CO. GALWAY
1003739,Marked Fuel Trader's Licence                                                                        ,COMHAIR CHUMANN IASCAIRÍ GAILLIMH AGUS ARAINN TEO,GALWAY & ARAN FISHERMEN'S CO-OP LTD,THE PIER,ROSSAVEAL,NA,CO. GALWAY
1013880,Marked Fuel Trader's Licence                                                                        ,CIRCLE K IRELAND FUEL TRADING LIMITED,CIRCLE K IRELAND FUEL TRADING LTD,CIRCLE K IRELAND FUEL TRADING LIMITED,GALWAY HARBOUR ENTERPRISE PARK,NA,CO. GALWAY
1004317,Marked Fuel Trader's Licence                                                                        ,CIRCLE K IRELAND ENERGY LIMITED,TOPAZ,GALWAY ENTERPRISE PARK,NEW DOCKS,NA,CO. GALWAY
1005476,Marked Fuel Trader's Licence                                                                        ,C&C SUPERMARKETS LTD,STOP N SHOP,CALTRA,BALLINASLOE,NA,CO. GALWAY
